debatePeriod,debateSitting,debateSittingLink,fileLocalName,fileRemote,debateDate,debateVideoLink,debateConference
Κ΄ ΠΕΡΙΟΔΟΣ (ΠΡΟΕΔΡΕΥΟΜΕΝΗΣ ΚΟΙΝΟΒΟΥΛΕΥΤΙΚΗΣ ΔΗΜΟΚΡΑΤΙΑΣ),ΜΘ',https://www.hellenicparliament.gr/Praktika/Synedriaseis-Olomeleias?sessionRecord=c49edaec-0660-4902-9b6e-b0b600c2b0f9,20231110001633.docx,https://www.hellenicparliament.gr/UserFiles/a08fc2dd-61a9-4a83-b09a-09f4c564609d/20231110001633.docx,10/11/2023,https://www.hellenicparliament.gr/Vouli-ton-Ellinon/ToKtirio/Fotografiko-Archeio/#e6d8dec9-51b8-4d15-8dfc-b0b600b69ca5,Α' Σύνοδος
Κ΄ ΠΕΡΙΟΔΟΣ (ΠΡΟΕΔΡΕΥΟΜΕΝΗΣ ΚΟΙΝΟΒΟΥΛΕΥΤΙΚΗΣ ΔΗΜΟΚΡΑΤΙΑΣ),ΜΗ',https://www.hellenicparliament.gr/Praktika/Synedriaseis-Olomeleias?sessionRecord=43139454-1125-4411-b17c-b0b5015612d5,20231109001632.docx,https://www.hellenicparliament.gr/UserFiles/a08fc2dd-61a9-4a83-b09a-09f4c564609d/20231109001632.docx,09/11/2023,https://www.hellenicparliament.gr/Vouli-ton-Ellinon/ToKtirio/Fotografiko-Archeio/#8e7f5a01-8d2a-476b-b698-b0b5014c05fe,Α' Σύνοδος
Κ΄ ΠΕΡΙΟΔΟΣ (ΠΡΟΕΔΡΕΥΟΜΕΝΗΣ ΚΟΙΝΟΒΟΥΛΕΥΤΙΚΗΣ ΔΗΜΟΚΡΑΤΙΑΣ),ΜΖ',https://www.hellenicparliament.gr/Praktika/Synedriaseis-Olomeleias?sessionRecord=2997fd02-18db-4137-9531-b0b4011a534d,20231108001631.docx,https://www.hellenicparliament.gr/UserFiles/a08fc2dd-61a9-4a83-b09a-09f4c564609d/20231108001631.docx,08/11/2023,https://www.hellenicparliament.gr/Vouli-ton-Ellinon/ToKtirio/Fotografiko-Archeio/#b68ac435-2f52-4c49-8762-b0b400bb894b,Α' Σύνοδος
Κ΄ ΠΕΡΙΟΔΟΣ (ΠΡΟΕΔΡΕΥΟΜΕΝΗΣ ΚΟΙΝΟΒΟΥΛΕΥΤΙΚΗΣ ΔΗΜΟΚΡΑΤΙΑΣ),ΜΣΤ',https://www.hellenicparliament.gr/Praktika/Synedriaseis-Olomeleias?sessionRecord=a13a4773-3d41-4138-9c89-b0b2014e2382,20231106001630_1.docx,https://www.hellenicparliament.gr/UserFiles/a08fc2dd-61a9-4a83-b09a-09f4c564609d/20231106001630_1.docx,06/11/2023,https://www.hellenicparliament.gr/Vouli-ton-Ellinon/ToKtirio/Fotografiko-Archeio/#73d5bdcc-f797-4206-b6b9-b0b201450f04,Α' Σύνοδος
Κ΄ ΠΕΡΙΟΔΟΣ (ΠΡΟΕΔΡΕΥΟΜΕΝΗΣ ΚΟΙΝΟΒΟΥΛΕΥΤΙΚΗΣ ΔΗΜΟΚΡΑΤΙΑΣ),ΜΕ',https://www.hellenicparliament.gr/Praktika/Synedriaseis-Olomeleias?sessionRecord=58a2c5c7-83d6-4f45-975b-b0af00bc197b,20231103001629_1.docx,https://www.hellenicparliament.gr/UserFiles/a08fc2dd-61a9-4a83-b09a-09f4c564609d/20231103001629_1.docx,03/11/2023,https://www.hellenicparliament.gr/Vouli-ton-Ellinon/ToKtirio/Fotografiko-Archeio/#5b9fdafc-7911-45bf-8341-b0af00cf1090,Α' Σύνοδος
Κ΄ ΠΕΡΙΟΔΟΣ (ΠΡΟΕΔΡΕΥΟΜΕΝΗΣ ΚΟΙΝΟΒΟΥΛΕΥΤΙΚΗΣ ΔΗΜΟΚΡΑΤΙΑΣ),ΜΔ',https://www.hellenicparliament.gr/Praktika/Synedriaseis-Olomeleias?sessionRecord=ad6043f1-eda8-4556-a02c-b0af0019a2bb,20231102001628_1.docx,https://www.hellenicparliament.gr/UserFiles/a08fc2dd-61a9-4a83-b09a-09f4c564609d/20231102001628_1.docx,02/11/2023,https://www.hellenicparliament.gr/Vouli-ton-Ellinon/ToKtirio/Fotografiko-Archeio/#9d394f21-630d-4ef0-a4b6-b0ae0159329e,Α' Σύνοδος
Κ΄ ΠΕΡΙΟΔΟΣ (ΠΡΟΕΔΡΕΥΟΜΕΝΗΣ ΚΟΙΝΟΒΟΥΛΕΥΤΙΚΗΣ ΔΗΜΟΚΡΑΤΙΑΣ),ΜΓ',https://www.hellenicparliament.gr/Praktika/Synedriaseis-Olomeleias?sessionRecord=bb2b526c-38b8-4be1-81ef-b0ae00138ad1,20231101001627_1.docx,https://www.hellenicparliament.gr/UserFiles/a08fc2dd-61a9-4a83-b09a-09f4c564609d/20231101001627_1.docx,01/11/2023,https://www.hellenicparliament.gr/Vouli-ton-Ellinon/ToKtirio/Fotografiko-Archeio/#43d61053-ff7c-4005-a99d-b0ae00aef3b7,Α' Σύνοδος
Κ΄ ΠΕΡΙΟΔΟΣ (ΠΡΟΕΔΡΕΥΟΜΕΝΗΣ ΚΟΙΝΟΒΟΥΛΕΥΤΙΚΗΣ ΔΗΜΟΚΡΑΤΙΑΣ),ΜΒ',https://www.hellenicparliament.gr/Praktika/Synedriaseis-Olomeleias?sessionRecord=70a4fb75-4fb6-4f93-b102-b0ab0150ff90,20231030001626_1.docx,https://www.hellenicparliament.gr/UserFiles/a08fc2dd-61a9-4a83-b09a-09f4c564609d/20231030001626_1.docx,30/10/2023,https://www.hellenicparliament.gr/Vouli-ton-Ellinon/ToKtirio/Fotografiko-Archeio/#760a6833-d572-4165-b6bf-b0ac00b0beb9,Α' Σύνοδος
Κ΄ ΠΕΡΙΟΔΟΣ (ΠΡΟΕΔΡΕΥΟΜΕΝΗΣ ΚΟΙΝΟΒΟΥΛΕΥΤΙΚΗΣ ΔΗΜΟΚΡΑΤΙΑΣ),ΜΑ',https://www.hellenicparliament.gr/Praktika/Synedriaseis-Olomeleias?sessionRecord=50e302d5-38a8-47df-85cc-b0a800afd8f0,20231027001625_1.docx,https://www.hellenicparliament.gr/UserFiles/a08fc2dd-61a9-4a83-b09a-09f4c564609d/20231027001625_1.docx,27/10/2023,https://www.hellenicparliament.gr/Vouli-ton-Ellinon/ToKtirio/Fotografiko-Archeio/#2f52ea03-e6c3-4693-9753-b0a800ae0da4,Α' Σύνοδος
Κ΄ ΠΕΡΙΟΔΟΣ (ΠΡΟΕΔΡΕΥΟΜΕΝΗΣ ΚΟΙΝΟΒΟΥΛΕΥΤΙΚΗΣ ΔΗΜΟΚΡΑΤΙΑΣ),Μ',https://www.hellenicparliament.gr/Praktika/Synedriaseis-Olomeleias?sessionRecord=8e55c21e-03ba-4c13-9814-b0a700fac88a,20231026001624_1.docx,https://www.hellenicparliament.gr/UserFiles/a08fc2dd-61a9-4a83-b09a-09f4c564609d/20231026001624_1.docx,26/10/2023,https://www.hellenicparliament.gr/Vouli-ton-Ellinon/ToKtirio/Fotografiko-Archeio/#9814ccae-2b94-4ea5-9678-b0a700eb0899,Α' Σύνοδος
Κ΄ ΠΕΡΙΟΔΟΣ (ΠΡΟΕΔΡΕΥΟΜΕΝΗΣ ΚΟΙΝΟΒΟΥΛΕΥΤΙΚΗΣ ΔΗΜΟΚΡΑΤΙΑΣ),ΛΘ',https://www.hellenicparliament.gr/Praktika/Synedriaseis-Olomeleias?sessionRecord=b51623f8-94e8-4d3e-b450-b0a60176cec4,20231025001623_1.docx,https://www.hellenicparliament.gr/UserFiles/a08fc2dd-61a9-4a83-b09a-09f4c564609d/20231025001623_1.docx,25/10/2023,https://www.hellenicparliament.gr/Vouli-ton-Ellinon/ToKtirio/Fotografiko-Archeio/#a8563905-4344-49e0-99d9-b0a700db839c,Α' Σύνοδος
Κ΄ ΠΕΡΙΟΔΟΣ (ΠΡΟΕΔΡΕΥΟΜΕΝΗΣ ΚΟΙΝΟΒΟΥΛΕΥΤΙΚΗΣ ΔΗΜΟΚΡΑΤΙΑΣ),ΛΗ',https://www.hellenicparliament.gr/Praktika/Synedriaseis-Olomeleias?sessionRecord=3b553f66-6f6c-4b03-94ba-b0a401373960,20231023001622_1.docx,https://www.hellenicparliament.gr/UserFiles/a08fc2dd-61a9-4a83-b09a-09f4c564609d/20231023001622_1.docx,23/10/2023,https://www.hellenicparliament.gr/Vouli-ton-Ellinon/ToKtirio/Fotografiko-Archeio/#6fec3137-5cd4-46f3-8cd4-b0a4012377fe,Α' Σύνοδος
Κ΄ ΠΕΡΙΟΔΟΣ (ΠΡΟΕΔΡΕΥΟΜΕΝΗΣ ΚΟΙΝΟΒΟΥΛΕΥΤΙΚΗΣ ΔΗΜΟΚΡΑΤΙΑΣ),ΛΖ',https://www.hellenicparliament.gr/Praktika/Synedriaseis-Olomeleias?sessionRecord=5285f361-4769-4e39-8948-b0a100d620e4,20231020001621_1.docx,https://www.hellenicparliament.gr/UserFiles/a08fc2dd-61a9-4a83-b09a-09f4c564609d/20231020001621_1.docx,20/10/2023,https://www.hellenicparliament.gr/Vouli-ton-Ellinon/ToKtirio/Fotografiko-Archeio/#32971327-5963-4d6c-a9ad-b0a100c795c8,Α' Σύνοδος
Κ΄ ΠΕΡΙΟΔΟΣ (ΠΡΟΕΔΡΕΥΟΜΕΝΗΣ ΚΟΙΝΟΒΟΥΛΕΥΤΙΚΗΣ ΔΗΜΟΚΡΑΤΙΑΣ),ΛΣΤ',https://www.hellenicparliament.gr/Praktika/Synedriaseis-Olomeleias?sessionRecord=10484e53-95ac-4500-8529-b0a00130d2e6,20231019001620_1.docx,https://www.hellenicparliament.gr/UserFiles/a08fc2dd-61a9-4a83-b09a-09f4c564609d/20231019001620_1.docx,19/10/2023,https://www.hellenicparliament.gr/Vouli-ton-Ellinon/ToKtirio/Fotografiko-Archeio/#1c275139-a63e-4460-9f4f-b0a100c06f34,Α' Σύνοδος
Κ΄ ΠΕΡΙΟΔΟΣ (ΠΡΟΕΔΡΕΥΟΜΕΝΗΣ ΚΟΙΝΟΒΟΥΛΕΥΤΙΚΗΣ ΔΗΜΟΚΡΑΤΙΑΣ),ΛΕ',https://www.hellenicparliament.gr/Praktika/Synedriaseis-Olomeleias?sessionRecord=1bbc619b-2d7d-4fda-9455-b09f0136ac28,20231018001619_1.docx,https://www.hellenicparliament.gr/UserFiles/a08fc2dd-61a9-4a83-b09a-09f4c564609d/20231018001619_1.docx,18/10/2023,https://www.hellenicparliament.gr/Vouli-ton-Ellinon/ToKtirio/Fotografiko-Archeio/#00b44e96-a0aa-4955-96ce-b09f0161b36d,Α' Σύνοδος
Κ΄ ΠΕΡΙΟΔΟΣ (ΠΡΟΕΔΡΕΥΟΜΕΝΗΣ ΚΟΙΝΟΒΟΥΛΕΥΤΙΚΗΣ ΔΗΜΟΚΡΑΤΙΑΣ),ΛΔ',https://www.hellenicparliament.gr/Praktika/Synedriaseis-Olomeleias?sessionRecord=2d494da9-6f52-45c3-b1f9-b09200e3d076,20231005001618_1.docx,https://www.hellenicparliament.gr/UserFiles/a08fc2dd-61a9-4a83-b09a-09f4c564609d/20231005001618_1.docx,05/10/2023,https://www.hellenicparliament.gr/Vouli-ton-Ellinon/ToKtirio/Fotografiko-Archeio/#a00bb1ee-a62c-4310-bfcd-b09200de6b38,Α' Σύνοδος
Κ΄ ΠΕΡΙΟΔΟΣ (ΠΡΟΕΔΡΕΥΟΜΕΝΗΣ ΚΟΙΝΟΒΟΥΛΕΥΤΙΚΗΣ ΔΗΜΟΚΡΑΤΙΑΣ),ΛΓ',https://www.hellenicparliament.gr/Praktika/Synedriaseis-Olomeleias?sessionRecord=009c223f-f8ef-4790-887c-b091017ff874,20231004001617_1.docx,https://www.hellenicparliament.gr/UserFiles/a08fc2dd-61a9-4a83-b09a-09f4c564609d/20231004001617_1.docx,04/10/2023,https://www.hellenicparliament.gr/Vouli-ton-Ellinon/ToKtirio/Fotografiko-Archeio/#01844bfc-1c7f-4aab-8bd5-b09200adb7b4,Α' Σύνοδος
Κ΄ ΠΕΡΙΟΔΟΣ (ΠΡΟΕΔΡΕΥΟΜΕΝΗΣ ΚΟΙΝΟΒΟΥΛΕΥΤΙΚΗΣ ΔΗΜΟΚΡΑΤΙΑΣ),ΛΒ',https://www.hellenicparliament.gr/Praktika/Synedriaseis-Olomeleias?sessionRecord=805e0337-01db-40a5-bdfc-b091000a67d2,20231003001616_1.docx,https://www.hellenicparliament.gr/UserFiles/a08fc2dd-61a9-4a83-b09a-09f4c564609d/20231003001616_1.docx,03/10/2023,https://www.hellenicparliament.gr/Vouli-ton-Ellinon/ToKtirio/Fotografiko-Archeio/#3e042433-65fa-4605-9751-b09100af8cb1,Α' Σύνοδος
Κ΄ ΠΕΡΙΟΔΟΣ (ΠΡΟΕΔΡΕΥΟΜΕΝΗΣ ΚΟΙΝΟΒΟΥΛΕΥΤΙΚΗΣ ΔΗΜΟΚΡΑΤΙΑΣ),ΛΑ',https://www.hellenicparliament.gr/Praktika/Synedriaseis-Olomeleias?sessionRecord=be82fda3-968c-427a-a050-b08f013783ea,20231002001615_1.docx,https://www.hellenicparliament.gr/UserFiles/a08fc2dd-61a9-4a83-b09a-09f4c564609d/20231002001615_1.docx,02/10/2023,https://www.hellenicparliament.gr/Vouli-ton-Ellinon/ToKtirio/Fotografiko-Archeio/#efa604a2-bbf8-4d88-b101-b08f015b34b2,Α' Σύνοδος
Κ΄ ΠΕΡΙΟΔΟΣ (ΠΡΟΕΔΡΕΥΟΜΕΝΗΣ ΚΟΙΝΟΒΟΥΛΕΥΤΙΚΗΣ ΔΗΜΟΚΡΑΤΙΑΣ),Λ',https://www.hellenicparliament.gr/Praktika/Synedriaseis-Olomeleias?sessionRecord=95c1d920-43ab-4996-b3b5-b08c00b710ac,20230929001614_1.docx,https://www.hellenicparliament.gr/UserFiles/a08fc2dd-61a9-4a83-b09a-09f4c564609d/20230929001614_1.docx,29/09/2023,https://www.hellenicparliament.gr/Vouli-ton-Ellinon/ToKtirio/Fotografiko-Archeio/#52fd59e8-c0d0-4bb3-873c-b08c00c0a8fb,Α' Σύνοδος
Κ΄ ΠΕΡΙΟΔΟΣ (ΠΡΟΕΔΡΕΥΟΜΕΝΗΣ ΚΟΙΝΟΒΟΥΛΕΥΤΙΚΗΣ ΔΗΜΟΚΡΑΤΙΑΣ),ΚΘ',https://www.hellenicparliament.gr/Praktika/Synedriaseis-Olomeleias?sessionRecord=93826be2-5517-4cb0-b379-b08a0128006b,20230927001613_1.docx,https://www.hellenicparliament.gr/UserFiles/a08fc2dd-61a9-4a83-b09a-09f4c564609d/20230927001613_1.docx,27/09/2023,https://www.hellenicparliament.gr/Vouli-ton-Ellinon/ToKtirio/Fotografiko-Archeio/#6b19a384-47b4-4f7e-8105-b08a00a79655,Α' Σύνοδος
Κ΄ ΠΕΡΙΟΔΟΣ (ΠΡΟΕΔΡΕΥΟΜΕΝΗΣ ΚΟΙΝΟΒΟΥΛΕΥΤΙΚΗΣ ΔΗΜΟΚΡΑΤΙΑΣ),ΚΗ',https://www.hellenicparliament.gr/Praktika/Synedriaseis-Olomeleias?sessionRecord=f4d58f38-8593-4575-82b9-b08900c66c30,20230926001612_1.docx,https://www.hellenicparliament.gr/UserFiles/a08fc2dd-61a9-4a83-b09a-09f4c564609d/20230926001612_1.docx,26/09/2023,https://www.hellenicparliament.gr/Vouli-ton-Ellinon/ToKtirio/Fotografiko-Archeio/#b165ba03-0f83-492d-a84c-b08900bed4fa,Α' Σύνοδος
Κ΄ ΠΕΡΙΟΔΟΣ (ΠΡΟΕΔΡΕΥΟΜΕΝΗΣ ΚΟΙΝΟΒΟΥΛΕΥΤΙΚΗΣ ΔΗΜΟΚΡΑΤΙΑΣ),ΚΖ',https://www.hellenicparliament.gr/Praktika/Synedriaseis-Olomeleias?sessionRecord=a0399ddd-e270-4ca8-8ff4-b088014ef952,20230925001611_1.docx,https://www.hellenicparliament.gr/UserFiles/a08fc2dd-61a9-4a83-b09a-09f4c564609d/20230925001611_1.docx,25/09/2023,https://www.hellenicparliament.gr/Vouli-ton-Ellinon/ToKtirio/Fotografiko-Archeio/#01aec41c-db2f-48b5-b6e2-b088015ae525,Α' Σύνοδος
Κ΄ ΠΕΡΙΟΔΟΣ (ΠΡΟΕΔΡΕΥΟΜΕΝΗΣ ΚΟΙΝΟΒΟΥΛΕΥΤΙΚΗΣ ΔΗΜΟΚΡΑΤΙΑΣ),ΚΣΤ',https://www.hellenicparliament.gr/Praktika/Synedriaseis-Olomeleias?sessionRecord=9676eb84-b6d6-4622-ab13-b0850138f0a1,20230922001610.docx,https://www.hellenicparliament.gr/UserFiles/a08fc2dd-61a9-4a83-b09a-09f4c564609d/20230922001610.docx,22/09/2023,https://www.hellenicparliament.gr/Vouli-ton-Ellinon/ToKtirio/Fotografiko-Archeio/#a9caf842-771a-4234-a147-b0870169af92,Α' Σύνοδος
Κ΄ ΠΕΡΙΟΔΟΣ (ΠΡΟΕΔΡΕΥΟΜΕΝΗΣ ΚΟΙΝΟΒΟΥΛΕΥΤΙΚΗΣ ΔΗΜΟΚΡΑΤΙΑΣ),ΚΕ',https://www.hellenicparliament.gr/Praktika/Synedriaseis-Olomeleias?sessionRecord=b4d1a4a9-2969-4bb5-857c-b0850025a5c7,20230921001609.docx,https://www.hellenicparliament.gr/UserFiles/a08fc2dd-61a9-4a83-b09a-09f4c564609d/20230921001609.docx,21/09/2023,https://www.hellenicparliament.gr/Vouli-ton-Ellinon/ToKtirio/Fotografiko-Archeio/#dec7e83e-f496-49bd-a1fc-b08500ae3cf1,Α' Σύνοδος
Κ΄ ΠΕΡΙΟΔΟΣ (ΠΡΟΕΔΡΕΥΟΜΕΝΗΣ ΚΟΙΝΟΒΟΥΛΕΥΤΙΚΗΣ ΔΗΜΟΚΡΑΤΙΑΣ),ΚΔ',https://www.hellenicparliament.gr/Praktika/Synedriaseis-Olomeleias?sessionRecord=b98c2b41-4428-40f7-abf5-b08300eb438f,20230920001608_1.docx,https://www.hellenicparliament.gr/UserFiles/a08fc2dd-61a9-4a83-b09a-09f4c564609d/20230920001608_1.docx,20/09/2023,https://www.hellenicparliament.gr/Vouli-ton-Ellinon/ToKtirio/Fotografiko-Archeio/#2788b8cf-7669-4736-b0ed-b08300b62fbb,Α' Σύνοδος
Κ΄ ΠΕΡΙΟΔΟΣ (ΠΡΟΕΔΡΕΥΟΜΕΝΗΣ ΚΟΙΝΟΒΟΥΛΕΥΤΙΚΗΣ ΔΗΜΟΚΡΑΤΙΑΣ),ΚΓ',https://www.hellenicparliament.gr/Praktika/Synedriaseis-Olomeleias?sessionRecord=02c46d14-dcd8-4afa-9e9a-b081012b1f7d,20230918001607_1.docx,https://www.hellenicparliament.gr/UserFiles/a08fc2dd-61a9-4a83-b09a-09f4c564609d/20230918001607_1.docx,18/09/2023,https://www.hellenicparliament.gr/Vouli-ton-Ellinon/ToKtirio/Fotografiko-Archeio/#e5ba9f24-b4f4-4517-98fd-b08101683c02,Α' Σύνοδος
Κ΄ ΠΕΡΙΟΔΟΣ (ΠΡΟΕΔΡΕΥΟΜΕΝΗΣ ΚΟΙΝΟΒΟΥΛΕΥΤΙΚΗΣ ΔΗΜΟΚΡΑΤΙΑΣ),ΚΒ',https://www.hellenicparliament.gr/Praktika/Synedriaseis-Olomeleias?sessionRecord=c21b25d5-e51c-43ba-b0e9-b07d00f2b5e9,20230914001606_1.docx,https://www.hellenicparliament.gr/UserFiles/a08fc2dd-61a9-4a83-b09a-09f4c564609d/20230914001606_1.docx,14/09/2023,https://www.hellenicparliament.gr/Vouli-ton-Ellinon/ToKtirio/Fotografiko-Archeio/#d27f1db3-a58a-452a-98f6-b07d0119ed01,Α' Σύνοδος
